tnum,tweet,existence
5339,CLIMATE CHANGE REGULATION IS A STUPID THOUGHT & WASTE OF TIME! BEEN DISPROVED BY ONES WHO INITIATED HYPOTHOSYS! IDIOTS!,N
2746,"Global warming is POUNDING the East coast with snow. Don't ask me how it works, I'm just reporting. #tcot, #right, #rightblogs, #teaparty",Y
2343,From @wired: The Key to Fixing Global Warming? China http://ow.ly/178p5k,Y
2379,Hurrah - #NDP Climate Change Bill passes report stage vote: one step closer to real targets to stop climate change! #cdnpoli,Y
6013,Cal) probably represent the views of global warming skeptics. http://bit.ly/9Swo7u,N
115,"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists [link]",Y
172,scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: [link],Y
5073,@oxchris the snow should be blamed on global warming.. I mean global cooling.. I mean.. Oh you know.. It's all bull anyway!,N
5192,I do love seeing ice chunks in the East River. It's like our little Earth is just fighting global warming tooth and nail.,Y
1098,US Generals say: Climate Change Threatens America's Security: The Pentagon has made it well known that it consider... http://bit.ly/aZ754n,Y
251,"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. [link]",Y
3418,"#fb Goddammit, folks, blizzards don't negate climate change. The science isn't debating this. Climate change is real. End of story.",Y
184,Official NASA Report: Sun Causes Climate Change:  [link],Y
29,"Eaarth: global warming is here to stay, how will we deal with it? [link]",Y
2636,Enviro:  European Space Agency launches satellite to check climate change.. see blast-off!=&gt;  http://ow.ly/1xaGk,Y
2540,I hate global warming! #StopGlobalWarming #StopGlobalWarming,Y
1121,Wed @sciam podcast: Mountain Vs. Valley Temps Stretch Apart With Climate Change http://bit.ly/aVW0AT,Y
3287,RT @MilesGrant: RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' in Vancouver? http://ow.ly/15S0O #climate,Y
5905,Just posted The Supply Side Effects of Climate Change on Tourism http://bit.ly/b5cajw #b2p,Y
21,"Topography of Mountains Could Complicate Rates of Global Warming: ScienceDaily (Apr. 25, 2010) À_ A new study concl... [link]",Y
1301,RT @beckbasher: RT @IanDavidB: RT @Shoq: CLIMATE CHANGE DENIERS: Bobby Jindal mocked volcano warnings. Read the papers lately? Start thinking for yourselves,Y
3837,"RT@rff_org New video: Experts talk climate change, extreme weather, and insuring the next Katrina. http://bit.ly/7Hz0WQ",Y
5225,;P http://bit.ly/dAuSjA global warming solutions Innovation has climate change in hand,Y
4716,RT @EricBoehlert: Why won't Drudge acknowledge the snow-less 'Global Warming Games' about to kick off in Vancouver? http://tinyurl.com/yzq4olr,Y
1425,Treating Climate Change as a Curable Disease http://viigo.im/3fSu,Y
2569,"Must See Places Before They Disappear! : Europe...[PICS]: If Global Warming Predictions prove to be true, the foll... http://bit.ly/cLThD2",Y
2929,The massive rainstorms and lots of terrible weather is affecting our planet something must be done about global warming soon,Y
5892,Ice-covered volcanoes may answer climate change questions: Eruptions from mountains such as Iceland's Eyjafjallajo... http://lat.ms/dy3IFL,Y
4798,"Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists|by David Adam Experts need to beef up ways .. http://oohja.com/xaXYM",Y
281,[#Meat-Wise]  Cynthia Bateman on Meat-Wise Monday: How Animal Agriculture Makes Global Warming Worse [link],Y
1254,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhVZ,Y
1534,Baby boomers must tackle global warming while they can: By Anonymous Baby boomers have enjoyed peace and the large... http://bit.ly/bw322k,Y
6006,"sometimes so hard to predict which of the outcomes in climate change ( #green revolution vs. #apocalypsenow) would be more ""exciting"" to me.",Y
5850,"Soaring mercury; Blame it on global warming|Agartala, Apr 14 : Environmentalists have attributed the .. http://oohja.com/xaN2I",Y
1151,RT @jerryjamesstone: Alaska Before the Effects of Global Warming [pics]: http://digg.com/d31PUXt?t,Y
5483,Missing' heat may affect future climate change | Humanitarian News http://retwt.me/1MSsH (via @NewsOnGreen),Y
1364,"Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... http://bit.ly/9exozj (Via @inhabitat)",Y
1665,@OTOOLEFAN REAL science. Not Algore's climate change 'science' hacks with their man-made global warming hoax. Gore=Palin,N
4141,"RT @SeegerCycle Senate global warming meeting on hold from record snow fall #tcot // Yes, this disproves global warming(if ur illiterate)",N
5113,I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist /via @StephenAtHome,N
3994,Hey Al Gore- Could you sprinkle some Global Warming fairy dust on my car tonight? We're supposed to get 10-14 inches of snow by the morning.,N
4264,how one should really and sincerely try to stop the deadly effects of global warming. instant solutions ? http://bit.ly/bKV0Kp :P earth,Y
3256,How Global Warming Makes Blizzards Worse http://goo.gl/5UL1,Y
3632,"What's Hot: Seattle Takes on the Junk Mail Industry: When it comes to curbing climate change, some things are easi... http://bit.ly/buTsNb",Y
1208,GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... http://5vj09.tk GECKO,Y
1401,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra,Y
1105,EPA Confirms Climate IS Changing: In another display of the sea change that has occurred at the US Environmental P... http://bit.ly/bb2l7d,Y
2227,"Celebrate Earth Day 2010 by watching ""The Climate Change Rally"" in DC online today (Sunday, April 25). http://tinyurl.com/2da96cc",Y
2469,Carbon in warming soil could accelerate climate change: Study http://bit.ly/aVP2gd,Y
449,UK leads the way! RT @10cities Schumacher College: Mobilising Democracy to Tackle Climate Change [link],Y
4335,"Forests Are Growing Faster,Climate Change Appears to Be Driving Accelerated Growth (Science Daily) http://bit.ly/d1EqlN @InvasiveNotes",Y
2876,India needs more research on climate change: Shyam Saran | CalcuttaTube http://retwt.me/1LVKY (via @calcuttatube),Y
2830,"Government run climate-change: http://bit.ly/cX1XGw There is no global warming, the sky is not falling! Get a grip you tree hugging wackos!",N
2828,The issue of global warming must be dealt with it's time for alternative energy sources which won't harm out planet.,Y
588,SCIENCE: Scientists explore the evolution of climate change [link],Y
1495,New facts support global warming case: Recent letter-writer Charles Kesner is either out-of-touch with reliable ne... http://bit.ly/9AB5Sb,Y
4126,New Ozone Standards could contribute to warming ;O global warming for kids http://bit.ly/b3dgCw,Y
1557,"Safe, secure nuclear energy must be part of climate change solution http://bit.ly/a8xqgM",Y
1549,Buying carbon offsets may ease eco-guilt but not global warming http://bit.ly/conBCO,Y
2615,RT @EcoInteractive: #RTR Reversing forest decline can combat climate change http://bit.ly/RFdecline,Y
35,40 degrees in NYC. please urinate on next liberal global warming /climate change scum you see.,N
1658,"Rationalists' who believe aliens exist & global warming=caused by humans, might as well believe in Jesus miracles,angels &fairies #tcot #p2",N
4449,"I guess we need to stop saying ""global warming"" & replace it w/ ""climate crisis"" for Repub's sake. gw just short circuits their brain.",Y
354,Exclusive: Climate change could raise cost of U.S. allergies| Reuters [link],Y
398,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
86,"Don Blankenship: Mine Safety Regulators ""As Silly as Global Warming"" [link]",N
489,EPA Climate Change Indicators Report Shows the Evidence of Global Warming All ...: Natural Resources Defense Counc... [link],Y
5184,"Solar Radiation Management: Dr. Strangelove?s Fix for Global Warming|Ever hear of Solar Radiation Management? No, .. http://oohja.com/x6mVY",Y
5973,"BRKG NEWS: UN Climate Change panel gets F from scientists, announces it will rehabilitate itself by suing Iceland over volcanic eruption.",N
1200,"Denis Hayes, founder of Earth Day, compares global climate change to Irish Famine (IrishCentral) News Weather Politics http://bit.ly/9XCuA1",Y
4609,"FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away.",Y
1126,Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPyL,Y
1544,URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change: Global Geopolitics Net Sites / IPS In__s Acosta... http://bit.ly/alYhq4,Y
3302,"@1kevgriff it's nature's way os saying ""Global warming my a$$!""",N
254,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. [link],Y
3577,"Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ",N
552,Birds in southern England suffer from global warming [link],Y
183,Now on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings [link],Y
6077,"Bats, Birds and Lizards Can Fight Climate Change - Birds, bats and lizards may play an important role in Earth's cl... http://ow.ly/172hQh",Y
5021,@GurianPeck the GOP always finds a way to push its agenda. two crippling snowstorms in one month are in line with global CLIMATE CHANGE.,Y
3456,And Mother Nature reinforces the fact that global warming is but a left-wing conspiracy by bringing yet MORE SNOW. http://bit.ly/cn8jen,N
625,Latest weapon in global warming fight À_ 'green' cement made from rice: By FIONA MACLEOD AND RUAIRI CREANEY SCIENTI... [link],Y
3695,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
2193,Science!: Whales Fight Global Warming http://tinyurl.com/2vwys8q,Y
4252,"Obama Creates NOAA Climate Service""to help governments & businesses adapt to climate change""It is as if Obama lives on another planet #tcot",N
4802,"Study assesses effects of earlier springs http://tr.im/NuV9 KB: More than 25,000 reasons to stop global warming. #eco #green",Y
2745,Climate change set to reduce crop production in Africa - environmentalresearchweb http://retwt.me/1LYtc (via @kaskadia),Y
1608,Allergies Worse Than Ever? Blame Global Warming http://bit.ly/aJKsz3,Y
4775,Just posted European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts http://bit.ly/awFKHw #b2p,Y
2817,Mayor calls for Londoners' ideas to help tackle climate change http://retwt.me/1LWVs (via @MayorOfLondon),Y
1509,"Global Warming: Ocean chemistry is changing faster than it has in 800,000 years: And that's because of the carbon ... http://bit.ly/cdflgK",Y
5502,Weekly Mulch: Cochabamba Summit to Combat Climate Change Innovatively | Blog N.. http://retwt.me/1MS5u (via @BlogNewsWeb),Y
1159,RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,Y
507,Renewable Energy Advances À_ Ocean Saltiness Shows Global Warming ...: After pulling data from 1.6 million salinity... [link],Y
4082,. global warming Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion http://bit.ly/dxIaFb,Y
2928,The global warming is totally messing up the weather patterns in this world and is causing violent weather storms worldwide very hurtful,Y
5159,This is not good news :( CO2 May Cause Even More Global Warming Than Originally Thought http://bit.ly/7NdFRn #eco #green #globalwarming,Y
2991,Global Warming Wont Melt Ignorance stake  :),Y
3173,"@theaarondouglas Don't forget that a few years ago, people were claiming a lack of snow in DC was due to Global Warming. Fix your message.",N
25,effects of global warming À_ YouTube À_ Effects of Global Warming Stats: Back with more news for you today. It's ama... [link],Y
1581,Why cleaner air could speed global warming http://lat.ms/cCps7Q,Y
3537,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",Y
3879,Global Warming Update http://ow.ly/16uUpb,Y
1484,EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems http://bit.ly/c9RnR6,Y
668,@foxandfriends global warming is like the goldman execs... full of sh*t,N
1523,"#CUBeyond: Wlliam Lau says climate change is happening and we must deal with it, no matter what is causing it.  #ChapmanU",Y
5199,How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA - http://shar.es/aNasC,N
1614,@Climate change Giant #Glacier Fall in Peru Causes Deadly Tsunami : http://bit.ly/bvG95C,Y
193,"Watch video: Climate change threatens sacred Tibetan mountain, including land known as Shangri-La [link]",Y
2958,Climate Change Impacts And Vulnerability In The Eastern Himalayas - Indigenous Peoples Issues ... http://ow.ly/1odXhP (via @RaysFreedomHash),Y
3658,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes",N
3133,Man! I wish there was such a thing as global warming! #snowpocalypse #snowmaggedon,N
443,"85 degrees in April eh? Hellooo global warming, nice to meet u",Y
4770,Grrrr...Global Warming My BUTT! 2nd MAJOR snowstorm within days!,N
5937,#California's River Delta Needs Back Up Before Disaster Hits (Video) :  http://bit.ly/brZK8J #Climate change,Y
3524,@mlmoore2 I love how they act like they never said it either. They will remind us again in July about global warming.,N
459,Fight Climate Change From All Fronts: [link],Y
2503,State climate bill: Efficiency will count toward renewable mandate: A scaled-back global warming bill would enable... http://bit.ly/9DusAa,Y
2214,Scary! Could global warming be causing tropical illnesses and bacteria to appear in otherwise non tropical areas of the world?,Y
3618,Invasive News: Invasive Species Thriving in Period of Climate Change - World Sentinel: Invasive Species Thriving i... http://bit.ly/dmimzF,Y
4898,U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb,Y
1454,Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 2,Y
4849,A new federal agency to study global warming?? Just stop already!,N
5520,Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level | .. http://retwt.me/1MRgp (via @GreenIsTweet),Y
2600,RT @ecoactions: #RTR Reversing forest decline can combat climate change http://bit.ly/RFdecline,Y
4854,Administration proposes new agency to study and report on global warming|WASHINGTON - The Obama administration on .. http://oohja.com/x6G2p,Y
1160,"Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. http://oohja.com/xbD6G",Y
4640,"claiming that snow disproves global warming is like #$%^ing your GF w/ a 12"" strap-on & claiming you have a big dick #GOPfail #p2",Y
606,"UN to battle poverty, global warming .:. newkerala.com Online News ...: UN to battle poverty, global warming - New... [link]",Y
6049,"RT @patrickc: ""The very idea that they care more about safety than we do is as silly as global warming."" - Massey Energy (29 dead miners)",N
288,"2nd eruption of Hekla in Iceland. Let's call 2010, the year the Earth struck back. ""This is for global warming and THIS is for oil spills!""",Y
3960,"Dripping with irony: Senate EPW Committee hearing on ""Global Warming Impacts"" postponed because of snow http://2eyf.sl.pt #warmers #algore",N
4530,"The Global Climate: Yes, It's Still Warming: Treehugger by Brian Merchant, Brooklyn, New York on 02. 4.10 As many ... http://bit.ly/aXqGbt",Y
2113,"Plan B: California Braces for Climate Change|California leads its fellow states in mitigating climate change, in .. http://oohja.com/xbYF4",Y
1414,Oxfam: Climate change devastating rural Ethiopian communities. http://tinyurl.com/3a67ary #Oxfam #climatechange,Y
195,Economists Say Climate Change Is Bad For Economy [link],Y
4952,David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM,Y
2484,"RT @Revkin: Geol. Society updates statement on human-driven climate change, synching with IPCC, Nat Acad, AGU, etc: http://j.mp/GeolSoc #agw",Y
2280,"Whale poo saves world from global warming|Save the whale, and it'll save you too, say Australian scientists, by .. http://oohja.com/xbtfR",Y
6,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. [link],Y
30,Allergies Worse Than Ever? Blame Global Warming [link],Y
1197,Report: Allergy Season to Get Worse with Climate Change (Time.com) http://nxy.in/k9oox,Y
1502,Climate change is real and climate change has consequences for all of us. http://bit.ly/8XLIpP,Y
1559,STATE DEPT. DECLARES: 'Global warming unequivocal and primarily human-induced'... http://ow.ly/1774mS,Y
10,How do we solve this global warming thing? [link],Y
503,Global Warming Contributes To Rapidly Increased Ocean Acidification: The US National Research Council warned last ... [link],Y
3949,"You saying he didn't? RT @DennyLonergan: Rt Gore won't give up on the ""global warming"" gig.  He still thinks he invented the internet",N
3561,"Part of the problem with state/county ""Balanced Budget"" laws are storms like this. With Global Warming, emergencies like this will increase.",Y
326,The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link],Y
5009,"Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM",Y
1134,Report: Save the Whales and They'll Save Us from Global Warming http://tinyurl.com/3y6j4cj,Y
3275,RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,Y
5972,"Skeptic's Corner: Voters Take Global Warming A Bit Less Seriously: FROM-Rasmussen Report Monday, April 19, 2010. V... http://bit.ly/bqm77F",N
4651,Global Warming & Our Winter Storms http://www.paltalknewsnetwork.com/node/2210 #globalwarming #weather,Y
5529,Google climate change chief wants price on carbon | Environment | guardian.co.uk http://retwt.me/1MQZF (via @climatenews),Y
3196,RT @Noreen1 Does #GOP really think snowstorms disprove #climate change? Yup. @bradplumer shows how idiotic that is http://bit.ly/bzv5iS,Y
649,"RT @virgiltexas: Hey Al Gore: see these tornadoes racing across Mississippi? So much for global ""warming"" #tornadocot #ocra #sgp #gop #ucot #tlot #p2 #tycot",N
596,Global warming may make cricket bats history: London: Cricket is facing a bizarre threat following a European Unio... [link],Y
4177,"Another Snowstorm: What Happened to Global Warming?: By Bryan Walsh Wednesday, Feb. 10, 2010 Alex Brandon / AP As ... http://bit.ly/bXx9aV",N
1139,RT @carbonmarket: Ask the G8 & G20 to support #biochar. Fight climate change & food shortage! Check this HuffPo post: http://huff.to/d0Ejgu,Y
6022,"Have a good idea to reduce carbon and climate change? Let us know and  win a $1,000 grant to make it happen.  http://tinyurl.com/y353oay",Y
2767,"@CrabLover7 According to Time Mag these blizzards are a result of man made global ""warming""  - gotta love it",N
5775,"Giles Slade: McCarthyism and Climate Change: Is it strange that Sarah Palin, who once thought Africa was a countr... http://huff.to/di5DUA",Y
4678,"Nice article about Global Warming from @TIME but I'm still skeptical - http://www.time.com/time/health/article/0,8599,1962294,00.html",N
3271,@mmfa  not honest? Shocking! RT @keder    Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ,N
1370,Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://retwt.me/1MNC2 (via @stevegeritano),Y
1562,Photo: We dare someone tell us that climate change isn't real. http://tumblr.com/x5x8kszx2 #green #eco #greens,Y
492,Cleaner Air Could Speed Global Warming [link],Y
32,Illegal war and the myth of global warming|My main campaign platform for this election will be the illegal .. [link],N
3079,Profession must lead the way on climate change - Accountancy Age http://retwt.me/1LScQ (via @IFRSAdvantage),Y
2580,"Dealing with climate change is up to companies, not just governments via @ForbesNews #climatechange http://bit.ly/ct9VD9",Y
608,Allergies Worse Than Ever? Blame Global Warming [link],Y
3629,"The ONLY climate change that exists is Summer, Fall, Winter, & Spring.  #justsaying",N
1668,@foxandfriends global warming is like the goldman execs... full of sh*t,N
1274,Seasonal Allergies Getting Worse From Climate Change http://bit.ly/cy7Jc8,Y
280,"Right on! Richard Branson's #EarthDay message 2 biz ""Get ur house in order.Fight global warming!#green #eco [link]",Y
1206,HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://url4.eu/2r22O,Y
4879,Climate change for scaredy-cat tea partyers should be framed as: more extreme weather events need passive survivability http://bit.ly/cCUrkq,Y
162,"How Global Warming Is Killing California's Wine Buzz: Dr. Kimberley Cahill presented on ""Climate Change in Califor... [link]",Y
1633,"..leaders are failing to address the gravest threat our world has ever faced..."" ""Pressuring politicians on climate change is not working.",Y
361,United States Must Lead on Climate Change À_ Kerry; Climate and Energy Bill Has Multiple Benefits #green [link],Y
5106,Deforestation can increase the global warming impacts on the earth http://tinyurl.com/yf2np2u,Y
4236,Solar energy can be used to combat climate change: Experts http://bit.ly/b2RJ5V,Y
37,#justinbiebersucks and global warming is a farce,N
1470,"Plants effective way of tackling global warming: Washington, Apr 30 (ANI): Plant leaves account for less than one ... http://bit.ly/9Ygtzk",Y
5919,Bolivia global warming summit: a lifeline for 'Mother Earth ...: Bolivia seeks to combat global warming after worl... http://bit.ly/aYkzJU,Y
249,RT @sejorg: RT @JaymiHeimbuch: Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle [link],Y
3026,;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion global warming http://bit.ly/dxIaFb,Y
5422,GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz #bobsyouruncle,N
4138,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y
1350,New York: Climate change could raise cost of allergies http://newyork.cityandpress.com/2010/04/15/climate-change-could-raise-cost-allergies,Y
5367,Climate scientist sues newspaper for 'poisoning' global warming debate #green http://bit.ly/cpFnbL,Y
3540,Woot! RT @alexpriest: RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,Y
4909,RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Y
4144,"Rt @InvasiveNotes RT @OceanChampions: No, snow does not disprove global warming: http://bit.ly/aX13RH",Y
3928,"Can't believe that people think excess snow makes global warming a non-reality... wow, read some books!",Y
3725,@mikekruger those are taxes I don't mind paying. it's the taxes funding climate change research that bother me. that's been really useful,N
1627,"Coping with Global Warming: How to Save on Utility Bills: By Dealman(view all posts by Dealman) Actually, this isn... http://bit.ly/bh02P7",Y
5361,"Immigration Decision Endangers Climate Change Bill: Filed under: Senate, House, Democrats, Republicans, Barack Oba... http://bit.ly/bFsj7x",Y
4603,Damn supposedly global warming is intensifying this winter weather....Chicago having earthquakes somethings going on...,Y
3969,What do the proponents of global warming consider normal climate change? global warming http://bit.ly/c6l90x,Y
5023,I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,N
310,"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",Y
644,It is in the 30's what happened to Spring? Global warming is for those that care to read about and not live it. The coldest Winter ever. FU,N
296,Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. [link],Y
3885,"Economics and politics align for climate change says pena #RETECH ""energy efficiency in recession requires political will"" #energycollectiv",Y
497,"Study: Climate Change Threatens Your Health, Too [link]",Y
4039,"Hmm, it's February, 30"" of snow in DC and the sun is shining on the grass in Chicago, global warming or karma?",N
1545,An Explosive Idea: are volcanoes the cure for global warming? http://bit.ly/8ZpofC,Y
5247,@vballr4life7 too whiche lie or distortion of the truth are you referring? The congressional perks or global warming?,N
3424,MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgTm,Y
674,"I am freezing still in Southern California. Global warming fanatics, come visit me. Wear a hat, gloves and down jacket.",N
3150,Snowstorm: E Coast Blizzard Tied to Climate Change - @TIME http://bit.ly/9TRnGU,Y
234,Topography of mountains could complicate rates of global warming [link],Y
4371,C-Questor Carbon Markets and Climate Change News Letter ... http://bit.ly/9CqRQJ,Y
1122,Mountain Vs. Valley Temps Stretch Apart With Climate Change http://bit.ly/9bDfVR,Y
5539,"Volcano could mean cooling, acid rain - Climate Change- msnbc.com http://retwt.me/1MQJk (via @_bradpitt)",Y
4740,"D.C. Snowstorm: How Global Warming Makes Blizzards Worse|There's scarcely any powder in Vancouver, while .. http://oohja.com/x6K1K",Y
3578,The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),N
1516,Long-distance journeys out of fashion? Global warming may be causing evolutionary changes in bird migration (sourc... http://bit.ly/9mHr4G,Y
4781,on the subject of the epic scam that is global warming obumers global warming council got snowed out LOL,N
4595,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y
4176,D.C. Snowstorm: How Global Warming Makes Blizzards Worse http://bit.ly/d9iYjy,Y
4022,"Whoa! As the science scandals keep coming, the air has gone out of the climate-change movement  http://bit.ly/9zHTH5",N
439,Report Claims Climate Change Is To Blame For Increase Of Allergies [link],Y
2372,Allergies Worse Than Ever? Blame Global Warming (Time.com)http://bit.ly/cWRRmi,Y
5090,Arctic climate changing faster than expected  (Reuters): Reuters - Climate change is transforming the Arctic e... http://bit.ly/d8Sx0D,Y
3848,NOAA: Sea Grant awards mini-grants to help communities adapt to climate change. http://ow.ly/13WXw,Y
633,"..leaders are failing to address the gravest threat our world has ever faced..."" ""Pressuring politicians on climate change is not working.",Y
1576,Why cleaner air could speed global warming | Air Pollution News http://bit.ly/bpx3Xh,Y
505,Global warming means local storming [link],Y
4987,"In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU",Y
3945,"http://bit.ly/auiZPZ -Politics, Science Collide Over Recent Snow Storms-Which is why we need to drop 'warming' word,use climate change.",Y
4368,"@Emperor_Bob Why, btw dio you now call it climate change? CO2 causes cooling also? Wow we better all hold our breath more",N
5279,Climate Change Indicators in the United States http://retwt.me/1N01Z (via @OceanLeadership),Y
4644,"CBS News: Conservatives Use ""Snowmageddon"" to Mock Global Warming http://tinyurl.com/yks75n5",N
2721,Global warming is soo bad that i had the coolest summer ever..,N
1205,HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://bit.ly/btYoHc,Y
5981,"Great site for breaking news on climate change, the environment and other aspects of Earth's natural history: http://bit.ly/4owu72",Y
1387,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 34,Y
3066,Saving endangered species: it\'s the economy global warming,Y
2574,"RT @therightblue: RT @eco_pirate:   Richard Branson's #EarthDay message 2 biz ""Get ur house in order.Fight global warming!#green http:// ...",Y
6034,"A global warming governor after our own hearts, rather than our wallets: New Jersey Gov. Chris Christie has wised ... http://bit.ly/9Sb3gX",Y
384,Carbon Age is killing us. Climate change legislation now: [link],Y
5136,"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rBu",Y
134,Report: Save the Whales and They'll Save Us from Global Warming [link],Y
1528,"""Military leads fight against climate change: Pew | Reuters"" http://j.mp/9BCWf7  #cleantech #greentech",Y
3292,"@washingtonpost Editorial: ""Senate Offers Some Hope for Legislation to Combat Climate Change"" http://is.gd/85qr9 #cejapa #clear",Y
3052,stop global warming http://bit.ly/bxMwb8 What can our families do to help stop global warming? ;O,Y
245,Ethiopia: Climate Change Increasing Poverty And Vulnerability [link],Y
4226,RT @RepowerAmerica: #Climate change places future of the Winter #Olympics -- from the Sierras to the Alps -- in peril http://bit.ly/b8Mqcu,Y
356,Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... [link],Y
2400,@MyronAnderson Green Fact:Did you know that Skeptics and Advocates both agree there has been no global warming since 1995? #climate change,N
4485,Climate Change Fraud - Media cools on global warming: Climate-change sceptics are being vindicated by scientific s... http://bit.ly/d34d8Y,N
1426,"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... http://bit.ly/9CueV7",Y
5710,"Gregory Unruh: Oven Dial or Light Switch: Carbon Lock-in and Abrupt Climate Change: Well over a decade ago, I bec... http://huff.to/ahlZmR",Y
3488,Global warming deniers need to STFU. Climate change causes an increase in GLOBAL (not necessarily local) temps & larger storms. And oh look!,Y
3457,"RT @sbthistle: More snow 4 DC. Hope anti-climate change members of Congress & lobbyists, r paying attention. http://tinyurl.com/yedwvex #co2",Y
2628,@cledz_rosario A Psychological Profiling of Global Warming #climate change http://bit.ly/bNzFZJ,Y
5557,Exposing Global Warming Crapola http://www.climatedepot.com,N
5139,Africa: Africa And Global Warming: A group called The Africa Group whose spokes person is Ethiopian l... http://tinyurl.com/y8fzja2 #Africa,Y
3358,RT @mmfa: Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate,Y
3924,"ENOUGH with the ""what global warming?"" idiocy. It's neither funny nor original, and the bizarre snowfall is a SYMPTOM of climate change.",Y
2169,E.P.A. Makes Its Case on Climate Change http://bit.ly/95qwi1,Y
1099,"Even the generals know climate change is going to screw us. http://tinyurl.com/2urnnvo Clean energy bill, anyone? #climate",Y
4305,For all you Climate Change Deniers read this: http://blog.algore.com/2010/02/miliband_fights_back.html,Y
