Respondent|Hobby|OpenSource|Country|Student|Employment|FormalEducation|UndergradMajor|CompanySize|DevType|YearsCoding|YearsCodingProf|JobSatisfaction|CareerSatisfaction|HopeFiveYears|JobSearchStatus|LastNewJob|AssessJob1|AssessJob2|AssessJob3|AssessJob4|AssessJob5|AssessJob6|AssessJob7|AssessJob8|AssessJob9|AssessJob10|AssessBenefits1|AssessBenefits2|AssessBenefits3|AssessBenefits4|AssessBenefits5|AssessBenefits6|AssessBenefits7|AssessBenefits8|AssessBenefits9|AssessBenefits10|AssessBenefits11|JobContactPriorities1|JobContactPriorities2|JobContactPriorities3|JobContactPriorities4|JobContactPriorities5|JobEmailPriorities1|JobEmailPriorities2|JobEmailPriorities3|JobEmailPriorities4|JobEmailPriorities5|JobEmailPriorities6|JobEmailPriorities7|UpdateCV|Currency|Salary|SalaryType|ConvertedSalary|CurrencySymbol|CommunicationTools|TimeFullyProductive|EducationTypes|SelfTaughtTypes|TimeAfterBootcamp|HackathonReasons|AgreeDisagree1|AgreeDisagree2|AgreeDisagree3|LanguageWorkedWith|LanguageDesireNextYear|DatabaseWorkedWith|DatabaseDesireNextYear|PlatformWorkedWith|PlatformDesireNextYear|FrameworkWorkedWith|FrameworkDesireNextYear|IDE|OperatingSystem|NumberMonitors|Methodology|VersionControl|CheckInCode|AdBlocker|AdBlockerDisable|AdBlockerReasons|AdsAgreeDisagree1|AdsAgreeDisagree2|AdsAgreeDisagree3|AdsActions|AdsPriorities1|AdsPriorities2|AdsPriorities3|AdsPriorities4|AdsPriorities5|AdsPriorities6|AdsPriorities7|AIDangerous|AIInteresting|AIResponsible|AIFuture|EthicsChoice|EthicsReport|EthicsResponsible|EthicalImplications|StackOverflowRecommend|StackOverflowVisit|StackOverflowHasAccount|StackOverflowParticipate|StackOverflowJobs|StackOverflowDevStory|StackOverflowJobsRecommend|StackOverflowConsiderMember|HypotheticalTools1|HypotheticalTools2|HypotheticalTools3|HypotheticalTools4|HypotheticalTools5|WakeTime|HoursComputer|HoursOutside|SkipMeals|ErgonomicDevices|Exercise|Gender|SexualOrientation|EducationParents|RaceEthnicity|Age|Dependents|MilitaryUS|SurveyTooLong|SurveyEasy
56026|Yes|No|United States|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|Mathematics or statistics|1,000 to 4,999 employees|Mobile developer|6-8 years|6-8 years|Extremely satisfied|Extremely satisfied|Working in a different or more specialized technical role than the one I'm in now|I am not interested in new job opportunities|Between 2 and 4 years ago|10.0|6.0|3.0|4.0|5.0|2.0|1.0|9.0|7.0|8.0|1.0|11.0|2.0|9.0|7.0|4.0|5.0|8.0|10.0|3.0|6.0|||||||||||||My job status or other personal status changed|U.S. dollars ($)|150000|Yearly|150000.0|USD|Confluence;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack|Three to six months|Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon|The official documentation and/or standards for the technology;Questions & answers on Stack Overflow||To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To improve my ability to work on a team with other programmers;To build my professional network;Because I find it enjoyable|Strongly agree|Strongly disagree|Disagree|Objective-C;Swift|Swift|||iOS|iOS;Mac OS|||Xcode|MacOS|2|Agile;Kanban;Pair programming|Git|Once a day|Yes|No||Strongly disagree|Somewhat agree|Strongly agree||1.0|5.0|3.0|7.0|2.0|4.0|6.0||"Artificial intelligence surpassing human intelligence (""the singularity"")"|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|Depends on what it is|Depends on what it is|The person who came up with the idea|Yes|10 (Very Likely)|Multiple times per day|No||No, I knew that Stack Overflow had a jobs board but have never used or visited it|||No|Not at all interested|Not at all interested|Not at all interested|Somewhat interested|Somewhat interested|Between 5:00 - 6:00 AM|9 - 12 hours|Less than 30 minutes|Never|Ergonomic keyboard or mouse|I don't typically exercise|Female|Bisexual or Queer|Some college/university study without earning a degree|East Asian;White or of European descent|25 - 34 years old|No|No|The survey was an appropriate length|Neither easy nor difficult
52726|Yes|No|Russian Federation|Yes, full-time|Not employed, but looking for work|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering||Back-end developer;Data or business analyst|6-8 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||Java;JavaScript;Python;R;SQL;HTML|Clojure;Go;Ruby|SQL Server|MongoDB;Elasticsearch||Amazon Echo|.NET Core;Spark|Angular;Node.js;React|IntelliJ;PyCharm;RStudio;Visual Studio Code|Linux-based|2|Agile;Pair programming;Scrum|Git;Subversion|Once a day|Yes|Yes|The website I was visiting asked me to disable it|Strongly disagree|Strongly disagree|Somewhat agree|Saw an online advertisement and then researched it (without clicking on the ad)|7.0|3.0|4.0|2.0|6.0|1.0|5.0||||||||||||||||||||||||||||||||||||
92473|No|Yes|United States|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|100 to 499 employees|Back-end developer;Full-stack developer|12-14 years|12-14 years|Extremely satisfied|Extremely satisfied|Doing the same work|I am not interested in new job opportunities|Less than a year ago|8.0|4.0|5.0|1.0|6.0|3.0|2.0|9.0|10.0|7.0|5.0|7.0|1.0|8.0|11.0|2.0|4.0|6.0|9.0|10.0|3.0|||||||||||||I had a negative experience or interaction at work|U.S. dollars ($)|120000|Weekly|2000000.0|USD|Jira;Slack|One to three months|Taken an online course in programming or software development (e.g. a MOOC);Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software|The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)|||Agree|Neither Agree nor Disagree|Disagree|JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell||Redis;MySQL;PostgreSQL;SQLite||Arduino;Raspberry Pi||||Android Studio;Atom|MacOS|2|Agile;Pair programming;Scrum|Git|Multiple times per day|Yes|No||Somewhat agree|Somewhat agree|Neither agree nor disagree||6.0|4.0|5.0|7.0|1.0|2.0|3.0|Increasing automation of jobs|Algorithms making important decisions|The developers or the people creating the AI|I'm worried about the dangers more than I'm excited about the possibilities.|No|Yes, but only within the company|Upper management at the company/organization|Yes|10 (Very Likely)|Multiple times per day|Yes|Less than once per month or monthly|No, I knew that Stack Overflow had a jobs board but have never used or visited it|No, I have one but it's out of date||Yes|Somewhat interested|Somewhat interested|Very interested|Extremely interested|Somewhat interested|Between 6:01 - 7:00 AM|9 - 12 hours|30 - 59 minutes|Daily or almost every day||I don't typically exercise|Male|Straight or heterosexual|Associate degree|White or of European descent|35 - 44 years old|Yes|Yes|The survey was an appropriate length|Very easy
15839|Yes|Yes|United States|No|Employed full-time|Some college/university study without earning a degree|Computer science, computer engineering, or software engineering|Fewer than 10 employees|Back-end developer;Data scientist or machine learning specialist;Database administrator;DevOps specialist;Engineering manager;Full-stack developer;Product manager;System administrator|9-11 years|9-11 years|Neither satisfied nor dissatisfied|Moderately satisfied|Working in a different or more specialized technical role than the one I'm in now|I’m not actively looking, but I am open to new opportunities|Between 1 and 2 years ago|7.0|5.0|10.0|2.0|3.0|4.0|6.0|1.0|8.0|9.0|1.0|9.0|3.0|5.0|6.0|4.0|8.0|10.0|11.0|7.0|2.0|3.0|1.0|4.0|2.0|5.0|2.0|6.0|5.0|1.0|4.0|3.0|7.0|I received bad news about the future of my company or department|U.S. dollars ($)|70000||70000.0|USD|Slack;Other wiki tool (Github, Google Sites, proprietary software, etc.)|Three to six months|Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon;Contributed to open source software|The official documentation and/or standards for the technology;Questions & answers on Stack Overflow||To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;Because I find it enjoyable|Agree|Strongly disagree|Neither Agree nor Disagree|C;C++;Clojure;Erlang;Go;Haskell;Java;JavaScript;Lua;Perl;PHP;Python;Rust;Scala;SQL;Swift;TypeScript;Kotlin;Ocaml;HTML;CSS;Bash/Shell|C++;Clojure;Erlang;F#;Haskell;Java;Rust;Scala;SQL;Swift;Ocaml|Cassandra;MongoDB;Redis;PostgreSQL;Apache Hive;Memcached|Redis;PostgreSQL|Android;AWS;iOS;Linux;Mac OS;Raspberry Pi|Linux|Hadoop;React;Spark|Hadoop;Spark;TensorFlow|Emacs;IntelliJ;Vim|Linux-based|1|Agile;Kanban;Pair programming;Scrum|Git|Multiple times per day|No|||Neither agree nor disagree|Somewhat agree|Neither agree nor disagree|Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising;Paid to access a website advertisement-free|7.0|2.0|4.0|1.0|5.0|3.0|6.0|Algorithms making important decisions||A governmental or other regulatory body|I'm worried about the dangers more than I'm excited about the possibilities.|No|Depends on what it is|Upper management at the company/organization|Yes|6|Daily or almost daily|I'm not sure / I can't remember||Yes||2|No|Somewhat interested|Extremely interested|A little bit interested|Not at all interested|Not at all interested|Between 8:01 - 9:00 AM|9 - 12 hours|1 - 2 hours|Never|Ergonomic keyboard or mouse;Wrist/hand supports or braces|I don't typically exercise|Male|Straight or heterosexual|Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)|White or of European descent|25 - 34 years old|No|No|The survey was an appropriate length|Very easy
47288|Yes|Yes|France|Yes, full-time|Employed full-time|Professional degree (JD, MD, etc.)||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
88054|No|No|Germany|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|100 to 499 employees|Back-end developer|6-8 years|3-5 years|Moderately satisfied|Moderately satisfied|Doing the same work|I’m not actively looking, but I am open to new opportunities|Between 2 and 4 years ago|||||||||||||||||||||||||||||||||||||||||||||||||Java;JavaScript;Kotlin|Java;Kotlin|MySQL;Elasticsearch|Elasticsearch|Heroku;Linux|Linux|Spring|Spring|IntelliJ;Vim|Linux-based|2|Pair programming;Scrum|Git|Multiple times per day|Yes|Yes|The ad-blocking software was causing display issues on a website|Somewhat agree|Strongly agree|Neither agree nor disagree||2.0|4.0|5.0|3.0|1.0|6.0|7.0|Increasing automation of jobs|Increasing automation of jobs|Prominent industry leaders|I'm worried about the dangers more than I'm excited about the possibilities.|Depends on what it is|Depends on what it is|Upper management at the company/organization|Yes|10 (Very Likely)|A few times per month or weekly|Yes|Less than once per month or monthly|Yes|Yes|5|No|Not at all interested|Not at all interested|Not at all interested|Somewhat interested|Somewhat interested|Between 6:01 - 7:00 AM|5 - 8 hours|30 - 59 minutes|Never||I don't typically exercise|||||||||
16634|Yes|Yes|Poland|No|Independent contractor, freelancer, or self-employed|Some college/university study without earning a degree|Computer science, computer engineering, or software engineering||Full-stack developer|12-14 years|9-11 years|Extremely satisfied|Extremely satisfied|Doing the same work|I am not interested in new job opportunities|More than 4 years ago||||||||||||||||||||||||||||||||||A recruiter contacted me|Polish złoty (zł)|60000|Yearly|17644.0|PLN|||Contributed to open source software||||Strongly disagree|Neither Agree nor Disagree|Strongly disagree|C;Bash/Shell||||Mac OS;Windows Desktop or Server||||Vim;Visual Studio;Xcode|Windows|2||Git|Less than once per month|Yes|Yes|The website I was visiting forced me to disable it to access their content|Strongly disagree|Somewhat disagree|Strongly agree|Stopped going to a website because of their advertising||||||||||The developers or the people creating the AI|I don't care about it, or I haven't thought about it.|No|Depends on what it is|The person who came up with the idea|Unsure / I don't know|8|Less than once per month or monthly|Yes|I have never participated in Q&A on Stack Overflow|No, I didn't know that Stack Overflow had a jobs board|No, and I don't know what that is||Yes|Not at all interested|Not at all interested|A little bit interested|Not at all interested|Not at all interested|I do not have a set schedule|Over 12 hours|Less than 30 minutes|Never||I don't typically exercise|Male|Straight or heterosexual|Professional degree (JD, MD, etc.)|White or of European descent|25 - 34 years old|No||The survey was too long|Neither easy nor difficult
43241|No|No|Malaysia|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|A business discipline (ex. accounting, finance, marketing)|10 to 19 employees|Desktop or enterprise applications developer;Full-stack developer;Product manager|21-23 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||C#;Java;JavaScript;PHP;SQL;TypeScript;VB.NET;Visual Basic 6;HTML;CSS||MongoDB;SQL Server;MySQL;SQLite;MariaDB||AWS;Azure;Linux;Windows Desktop or Server||.NET Core|Xamarin|Notepad++;Visual Studio|Windows|2|Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies)|Team Foundation Version Control;Copying and pasting files to network shares|Once a day|No|||Strongly disagree|Somewhat disagree|Somewhat disagree||5.0|2.0|3.0|4.0|1.0|6.0|7.0|||||||||10 (Very Likely)|A few times per week|Yes|I have never participated in Q&A on Stack Overflow|Yes|No, and I don't know what that is|5|I'm not sure||||||Between 7:01 - 8:00 AM|9 - 12 hours|3 - 4 hours|1 - 2 times per week||Daily or almost every day|||||||||
24727|Yes|Yes|Turkey|Yes, full-time|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Another engineering discipline (ex. civil, electrical, mechanical)|500 to 999 employees|Data scientist or machine learning specialist|3-5 years|0-2 years|Slightly satisfied|Moderately satisfied|Working as an engineering manager or other functional manager|I’m not actively looking, but I am open to new opportunities|Less than a year ago|1.0|5.0|8.0|9.0|4.0|2.0|7.0|3.0|10.0|6.0|2.0|4.0|1.0|10.0|8.0|9.0|5.0|3.0|11.0|7.0|6.0|2.0|1.0|5.0|3.0|4.0|5.0|2.0|1.0|4.0|3.0|7.0|6.0|A friend told me about a job opportunity||39946|Yearly|10582.0|TRY|Confluence;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack;Other wiki tool (Github, Google Sites, proprietary software, etc.)|One to three months|Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course|The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Tapping your network of friends, family, and peers versed in the technology;The technology’s online help system|||Agree|Agree|Neither Agree nor Disagree|Matlab;PHP;Python|C++;Haskell;Python|MySQL||Arduino;Linux;Raspberry Pi;Windows Desktop or Server|Linux|Django;TensorFlow;Torch/PyTorch|Hadoop;Spark;TensorFlow;Torch/PyTorch|IPython / Jupyter;Sublime Text;Vim|Linux-based|2|Agile;Pair programming;Scrum|Git|Once a day|Yes|No||Neither agree nor disagree|Neither agree nor disagree|Somewhat disagree|Stopped going to a website because of their advertising|1.0|4.0|3.0|2.0|7.0|5.0|6.0|"Artificial intelligence surpassing human intelligence (""the singularity"")"|"Artificial intelligence surpassing human intelligence (""the singularity"")"|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|No|Yes, and publicly||Yes|10 (Very Likely)|Multiple times per day|Yes|Daily or almost daily|Yes|Yes|10 (Very Likely)|Yes|Extremely interested|A little bit interested|A little bit interested|Somewhat interested|Extremely interested|Between 6:01 - 7:00 AM|9 - 12 hours|Over 4 hours|Never|Ergonomic keyboard or mouse|I don't typically exercise|Male|Straight or heterosexual|Primary/elementary school|White or of European descent|18 - 24 years old|No||The survey was an appropriate length|Very easy
27520|Yes|Yes|Zimbabwe|No|Not employed, but looking for work|Some college/university study without earning a degree|Information systems, information technology, or system administration||Back-end developer;Desktop or enterprise applications developer;Student|0-2 years|0-2 years||Extremely satisfied|Working in a different or more specialized technical role than the one I'm in now|I am actively looking for a job|Less than a year ago|3.0|2.0|8.0|5.0|4.0|6.0|1.0|9.0|7.0|10.0|1.0|7.0|11.0|4.0|3.0|9.0|10.0|2.0|8.0|6.0|5.0|2.0|1.0|3.0|5.0|4.0||||||||A recruiter contacted me|U.S. dollars ($)|5000|Monthly|60000.0|USD|||Participated in a hackathon|||To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To improve my ability to work on a team with other programmers;To build my professional network;Because I find it enjoyable|Agree|Agree|Disagree|C++;C#;Java;JavaScript;PHP;SQL;VB.NET;HTML;CSS|C++;C#;Java;SQL;Kotlin;CSS|SQL Server;MySQL;SQLite;MariaDB;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage|MongoDB;SQL Server;MySQL;SQLite;Oracle;MariaDB;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage|Android;Windows Desktop or Server|Amazon Echo;Android;Arduino;AWS;Azure;Google Cloud Platform/App Engine;IBM Cloud or Watson;iOS;Linux;Mac OS;Salesforce;Serverless;Windows Desktop or Server;Windows Phone;WordPress;Firebase|.NET Core;Cordova;Xamarin|.NET Core;Cordova;Xamarin;TensorFlow|Android Studio;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio|Windows|1|Agile|Git|Multiple times per day|Yes|No||Somewhat agree|Strongly agree|Somewhat agree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad)||||||||"Artificial intelligence surpassing human intelligence (""the singularity"")"|"Artificial intelligence surpassing human intelligence (""the singularity"")"|The developers or the people creating the AI|I'm worried about the dangers more than I'm excited about the possibilities.|Yes|Yes, and publicly|Upper management at the company/organization|No|9|A few times per week|Yes|A few times per week|Yes|Yes|9|Yes|Somewhat interested|A little bit interested|Somewhat interested|Very interested|A little bit interested|Between 6:01 - 7:00 AM|Over 12 hours|30 - 59 minutes|1 - 2 times per week|Ergonomic keyboard or mouse|1 - 2 times per week|Male|Straight or heterosexual|Bachelor’s degree (BA, BS, B.Eng., etc.)|Black or of African descent|25 - 34 years old|No||The survey was too long|Somewhat difficult
